Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
1785,29-07-2015,Zovi.Com / Little App,Hyperlocal Services,Unknown,Bengaluru,"Paytm, SAIF Parters, Tiger Global Maagemet & others",Private Equity,50000,4400000,Series A,Tier 1 India,3,1
1786,29-07-2015,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,1200,105600,Series A,Tier 1 India,1,1
1787,30-07-2015,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LioRock Capital,Private Equity,600,52800,Pre-Series A,Tier 1 India,1,0
1788,30-07-2015,Pragmatix,Business Intelligence & Analytics,Unknown,Mumbai,SIDBI Veture Capital Ltd,Private Equity,2400,211200,Series A,Tier 1 India,1,1
1789,30-07-2015,Droom.In,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Vetures, Beeos",Private Equity,16000,1408000,Series A,Tier 1 India,2,1
1790,30-07-2015,Madrat Games,Educational Board Games,Unknown,Bengaluru,"Kual Bahl, Rohit Basal",Seed Funding,168,14784,No Remark,Tier 1 India,2,0
1791,30-07-2015,Noodle Play,Food Delivery,Unknown,Mumbai,"Elliot Stechma, Gautam Siha, Ambarish Ray",Seed Funding,168,14784,No Remark,Tier 1 India,3,0
1792,31-07-2015,Lazylad,Hyperlocal Services,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500,44000,pre-Series A,Tier 1 India,3,0
1793,31-07-2015,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,2000,176000,Series A,Tier 1 India,1,1
1794,31-07-2015,Bona Vita,Travel Tech,Unknown,Gurgaon,MakeMyTrip,Private Equity,5000,440000,Strategic Investment,Tier 1 India,1,1
1795,01-06-2015,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"DSG Cosumer Parters, Saama Capital.",Private Equity,6000,528000,Series B,Tier 1 India,2,1
1796,01-06-2015,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Aupam Mittal",Seed Funding,500,44000,No Remark,Tier 1 India,2,0
1797,01-06-2015,Meritnation,Online Learning Platform,Unknown,New Delhi,IfoEdge,Private Equity,4000,352000,Series C,Tier 1 India,1,1
1798,01-06-2015,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group of 15 Agel Ivestors,Seed Funding,350,30800,No Remark,Tier 1 India,1,0
1799,01-06-2015,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Vetureworks Idia, Blume Vetures, Batlivala & Karai Securities, Nikuj Jhaveri",Private Equity,1000,88000,Pre-Series A,Tier 1 India,4,0
1800,01-06-2015,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Ifuse Vetures,Private Equity,550,48400,No Remark,Tier 1 India,1,0
1801,01-06-2015,Arth Designbuild,Architectural Design & Consulting,Unknown,Hyderabad,Sriivas Tirupati,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1802,02-06-2015,Saama,Big Data & Analytics Services,Unknown,Pune,Carrick Capital Parters,Private Equity,35000,3080000,Series A,Tier 1 India,1,1
1803,02-06-2015,Allizhealth,Health & Wellness,Unknown,Pune,Mumbai Agels & Other agel ivestors,Seed Funding,350,30800,No Remark,Tier 1 India,1,0
1804,03-06-2015,Propstack,Real Estate,Unknown,Mumbai,DMG Iformatio,Private Equity,3000,264000,Series A,Tier 1 India,1,1
1805,03-06-2015,Mytaxiindia,Online Car Rental Affiliates,Unknown,New Delhi,Gree House Vetures,Seed Funding,100,8800,No Remark,Tier 1 India,1,0
1806,03-06-2015,Arkin Net,Data Center Software Platform,Unknown,Pune,Nexus Veture Parters,Private Equity,15000,1320000,Series B,Tier 1 India,1,1
1807,03-06-2015,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Raja Aada, Niraj Sigh, Sachi Bhatia, Sigapore Agel Network & Aseem Vadehra",Seed Funding,150,13200,No Remark,Tier 1 India,4,0
1808,03-06-2015,Icustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Viredra Shahey, Dr Paresh Doshi",Seed Funding,250,22000,No Remark,Tier 1 India,2,0
1809,04-06-2015,Ecom Express,Logistics,Unknown,New Delhi,Warburg Picus,Private Equity,137000,12056000,Series C,Tier 1 India,1,1
1810,04-06-2015,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Veture Parters,Private Equity,1000,88000,Pre-Series A,Tier 1 India,1,0
1811,04-06-2015,Zopper,Hyperlocal Services,Unknown,Mumbai,"Tiger Global, Nirvaa Vetures Advisors",Private Equity,20000,1760000,Series C,Tier 1 India,2,1
1812,04-06-2015,Flipkart,E-Commerce,Unknown,Bengaluru,Morga Staley,Private Equity,50000,4400000,Late Stage,Tier 1 India,1,1
1813,05-06-2015,Kwatt Solutions,Energy,Unknown,Mumbai,Ukow,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1814,05-06-2015,Medwell Ventures,Health & Wellness,Unknown,Bengaluru,"Fidelity Growth Parters, Fidelity Bioscieces",Private Equity,10000,880000,Series A,Tier 1 India,2,1
1815,05-06-2015,Jugnoo,Auto Rickshaw Based Services,Unknown,Chennai,"Sow Leopard, Paytm",Private Equity,5000,440000,Series A,Tier 1 India,2,1
1816,08-06-2015,Applied Solar Technologies,Off-Grid Solar Power,Unknown,Mumbai,"Future Fud,Bessemer Veture, Capricor Ivestmet ad IFC",Private Equity,40000,3520000,Series B,Tier 1 India,3,1
1817,09-06-2015,Clovia,Private Label Lingerie Ecommerce,Unknown,New Delhi,IvyCap Vetures,Private Equity,5000,440000,Series A,Tier 1 India,1,1
1818,09-06-2015,Swiggy,Online Food Ordering,Unknown,Bengaluru,"Norwest Veture Parters, SAIF Parters, Accel Parters",Private Equity,16500,1452000,Series B,Tier 1 India,3,1
1819,09-06-2015,Paymango,Mobile Commerce Platform,Unknown,Gurgaon,Group of Agel Ivestors,Seed Funding,234,20592,No Remark,Tier 1 India,1,0
1820,09-06-2015,Teritree,Digital Marketing Services,Unknown,Bengaluru,KCL,Seed Funding,140,12320,No Remark,Tier 1 India,1,0
1821,10-06-2015,Voonik,Fashion Ecommerce Store,Unknown,Bengaluru,"Sequoia Capital, Seedfud",Private Equity,5000,440000,Series A,Tier 1 India,2,1
1822,11-06-2015,Adstringo,Mobile Compression Software,Unknown,Mumbai,"Arihat Pati, Vishal Khare, Viswaath Ramachadra",Seed Funding,350,30800,No Remark,Tier 1 India,3,0
1823,11-06-2015,Faircent.Com,Peer To Peer Lending Platform,Unknown,Gurgaon,M&S Parters Pte. Ltd,Seed Funding,250,22000,Pre-Series A,Tier 1 India,1,0
1824,12-06-2015,La Renon,Health & Wellness,Unknown,Ahmedabad,Sequoia Capital,Private Equity,16000,1408000,Series A,Tier 2/3 India,1,1
1825,15-06-2015,Homelane,Home Furnishing Solutions,Unknown,Bengaluru,Sequoia Capital,Private Equity,50000,4400000,Series B,Tier 1 India,1,1
1826,15-06-2015,Shippr,Logistics,Unknown,Bengaluru,i2idia Pvt Ltd,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1827,16-06-2015,Couponraja,Online Coupon & Comparison Platform,Unknown,Mumbai,"Mahesh Pratapei, Pallab Chatterjee & others",Seed Funding,500,44000,No Remark,Tier 1 India,2,0
1828,17-06-2015,Mydentist,Dental Clinic Chain,Unknown,Mumbai,"LGT Group, Asia Healthcare fud, Seedfud",Private Equity,8200,721600,Series C,Tier 1 India,3,1
1829,18-06-2015,Fracktal Works,3D Printer Manufacturer,Unknown,Bengaluru,Neoteric Ifomatique Limited,Private Equity,3000,264000,Series A,Tier 1 India,1,1
1830,18-06-2015,Hansa Customer Equity,It / Customer Engagement Consulting,Unknown,Mumbai,ASK Pravi,Private Equity,5000,440000,Series A,Tier 1 India,1,1
1831,19-06-2015,Housejoy,Home Services Marketplace,Unknown,Bengaluru,Matrix Parters,Private Equity,4000,352000,Series A,Tier 1 India,1,1
1832,19-06-2015,Fundsindia.Com,Financial Services Platform,Unknown,Chennai,"Faerig Capital, Foudatio Capital, Ivetus Capital Parters",Private Equity,11000,968000,Series C,Tier 1 India,3,1
1833,20-06-2015,Cupick,Social Network For Artists,Unknown,Bengaluru,Group of Agel Ivestors from US/Idia,Seed Funding,120,10560,No Remark,Tier 1 India,1,0
1834,20-06-2015,Tracxn,Startup Funding Platform,Unknown,Bengaluru,"Sachi Basal, Buy Basal & other ivestors",Private Equity,10000,880000,Series A,Tier 1 India,2,1
1835,21-06-2015,Holachef,Food Delivery,Unknown,Mumbai,"Kalaari Capital, Idia Quotiet",Private Equity,3100,272800,Series A,Tier 1 India,2,1
1836,22-06-2015,Elong,Data Driven Recruitment Recommendation,Unknown,Bengaluru,"Kual Bahl, Rohit Basal, Blume Vetures, Phaidra Sama, Raju Reddy",Private Equity,5000,440000,Series A,Tier 1 India,5,1
1837,22-06-2015,Vidgyor,Video Advertisement Platform,Unknown,Bengaluru,AgelPrime,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1838,23-06-2015,Goodservice,Mobile Chat Based Concierge Service,Unknown,New Delhi,Sequoia Capital,Private Equity,1600,140800,Series A,Tier 1 India,1,1
1839,23-06-2015,Treebo,Online Budget Hotel Booking Service,Unknown,Bengaluru,"Matrix Parters Idia, SAIF Parters",Private Equity,6000,528000,Series A,Tier 1 India,2,1
1840,23-06-2015,Edukart,Edtech,Unknown,New Delhi,"Holostik Group, YouWeCa Vetures, 500 Startups, Vijay Shekhar Sharma, Maish Kheterpal, Amit Pati",Private Equity,1000,88000,Series A,Tier 1 India,6,0
1841,24-06-2015,Indix,Saas Product Intelligence Platform,Unknown,Unknown,"Nokia Growth Parters, Nexus Veture Parters, Avalo Vetures",Private Equity,15000,1320000,Series C,Other,3,1
1842,24-06-2015,The Porter,Logistics,Unknown,Mumbai,"Sequoia Capital, Kae Capital, Aupam Mittal, Sadeep Tado",Private Equity,5500,484000,Series A,Tier 1 India,4,1
1843,24-06-2015,Retention.Ai,App Analytics Platform,Unknown,Bengaluru,"Mercury Fud, Ashu Sharma, Pratyush Prasaa, Robert Witers & others",Seed Funding,500,44000,No Remark,Tier 1 India,4,0
1844,25-06-2015,Fusion Microfinance,Micro Finance Platform,Unknown,New Delhi,"Developmet fiace istitutio Belgia Ivestmet Compay, Oikocredit",Private Equity,8600,756800,Series C,Tier 1 India,2,1
1845,25-06-2015,Zinka,Logistics,Unknown,Bengaluru,"Accel Parters, Flipkart",Private Equity,6000,528000,Series A,Tier 1 India,2,1
1846,26-06-2015,Creditmantri,Credit Management Services,Unknown,Chennai,"IDG Vetures Idia, Elevar Equity, Accio Veture Lab",Private Equity,2500,220000,Series A,Tier 1 India,3,1
1847,26-06-2015,Getmypeon,Hyperlocal Services,Unknown,Mumbai,Udisclosed ivestors,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1848,29-06-2015,Urbanclap,Hyperlocal Services,Unknown,New Delhi,"SAIF Parters, Accel Parters",Private Equity,10000,880000,Series A,Tier 1 India,2,1
1849,29-06-2015,Adwyze,Marketing / Advertising Automation Platform,Unknown,Bengaluru,Mape Advisory,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1850,29-06-2015,Zimmber,Hyperlocal Services,Unknown,Mumbai,"Navee Tiwari, Mohit Saxea, Amit Gupta, Piyush Shah, Maish Dugar",Seed Funding,400,35200,No Remark,Tier 1 India,5,0
1851,30-06-2015,Flatchat,Flat Rental Mobile App,Unknown,Bengaluru,Commofloor,Private Equity,2500,220000,Strategic Funding,Tier 1 India,1,1
1852,30-06-2015,Mycfo,Wealth Management Platform,Unknown,Mumbai,Sameer Koticha,Private Equity,1500,132000,Series A,Tier 1 India,1,1
1853,01-05-2015,Foodpanda,Food Delivery,Unknown,Gurgaon,"Goldma Sachs, Rocket Iteret",Private Equity,100000,8800000,Series D,Tier 1 India,2,1
1854,01-05-2015,Termsheet,Fund Raising Platform,Unknown,Chennai,"Aad Vijay, Nipu Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Locha, Azmul Haque, Nikhil Bagri",Seed Funding,100,8800,No Remark,Tier 1 India,7,0
1855,04-05-2015,Applicate,Workforce Management Software,Unknown,Bengaluru,"Rishi Vasudev, Amit Gupta, Rajiv Naya",Seed Funding,550,48400,No Remark,Tier 1 India,3,0
1856,04-05-2015,World Art Community,E-Commerce,Unknown,Gurgaon,Viraj Tyagi & others,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1857,04-05-2015,Spoonjoy,Food Delivery,Unknown,Bengaluru,SAIF Parters,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1858,05-05-2015,Seed Schools,Affordable Education,Unknown,Hyderabad,Acume Fud,Seed Funding,650,57200,No Remark,Tier 1 India,1,0
1859,05-05-2015,Ignis Careers,Career Development,Unknown,Hyderabad,Acume Fud,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1860,05-05-2015,Square Yards,Real Estate,Unknown,Gurgaon,Udisclosed Ivestors,Private Equity,6000,528000,pre-Series A,Tier 1 India,1,1
1861,05-05-2015,Fintellix,Banking Analytics Platform,Unknown,Bengaluru,"IDG Vetures, Sequoia Capital",Private Equity,15000,1320000,Series C,Tier 1 India,2,1
1862,06-05-2015,Delhivery,Logistics,Unknown,Gurgaon,"Tiger Global Maagemet, Multiples Alterate Asset Maagemet, Nexus Veture Parters, Times Iteret",Private Equity,85000,7480000,Series D,Tier 1 India,4,1
1863,06-05-2015,Swiggy,Food Delivery,Unknown,Bengaluru,Norwest Veture Parters,Private Equity,15000,1320000,Series B,Tier 1 India,1,1
1864,07-05-2015,Box8,Food Delivery,Unknown,Mumbai,Mayfield Vetures,Private Equity,3500,308000,Series A,Tier 1 India,1,1
1865,07-05-2015,Toppr,Edtech,Unknown,Mumbai,"Fidelity Growth Parters Idia, SAIF Parters, Helio Vetures",Private Equity,10000,880000,Series B,Tier 1 India,3,1
1866,07-05-2015,Vedantu,Edtech,Unknown,Bengaluru,"Accel Parters, Tiger Global Maagemet",Private Equity,5000,440000,Series A,Tier 1 India,2,1
1867,08-05-2015,Buyhatke,Online Product Comparison,Unknown,Bengaluru,"S.Gopalakrisha, Beeos",Seed Funding,1000,88000,No Remark,Tier 1 India,2,0
1868,08-05-2015,Uniken,Online Security Platform,Unknown,Pune,Exfiity Vetures,Private Equity,2000,176000,Bridge Round Pre-Series B,Tier 1 India,1,1
1869,08-05-2015,Grandopinion,Online Medical Diagnostic,Unknown,New Delhi,Florida based Agel ivestor,Seed Funding,150,13200,No Remark,Tier 1 India,1,0
1870,12-05-2015,Zapstitch,Cloud Data Integration Platform,Unknown,Bengaluru,"Helio Veture Parters, Orios Veture Parters",Private Equity,2000,176000,Pre-Series A,Tier 1 India,2,1
1871,12-05-2015,Wassup,Mobile Laundry Cleaning Service,Unknown,Chennai,"Aru Chadra Moha, Pravee Siha",Private Equity,2000,176000,Pre-Series A,Tier 1 India,2,1
1872,14-05-2015,Plancess,Edtech,Unknown,Mumbai,"Rajedra Gogri, Chadrakat Gogri",Seed Funding,2000,176000,No Remark,Tier 1 India,2,1
1873,14-05-2015,Indianroots.Com,Lifestyle Ecommerce Portal,Unknown,Gurgaon,KJS Group,Private Equity,5000,440000,Series B,Tier 1 India,1,1
1874,14-05-2015,Redpolka,Online Fashion Aggregator,Unknown,Mumbai,Udisclosed Ivestors,Seed Funding,250,22000,No Remark,Tier 1 India,1,0
1875,15-05-2015,Venturesity,Online Job Skills Showcase,Unknown,Bengaluru,"Phaidra Sama, Jay Sethuram, Hemat Kaakia, Ravi Trivedi",Seed Funding,270,23760,No Remark,Tier 1 India,4,0
1876,19-05-2015,Chaayos,Offline Tea Chain,Unknown,New Delhi,Tiger Global Maagemet,Private Equity,1000,88000,Series A,Tier 1 India,1,0
1877,19-05-2015,Akosha,Business Messaging App,Unknown,New Delhi,Sequoia Capital,Private Equity,16000,1408000,Series B,Tier 1 India,1,1
1878,19-05-2015,Cooey,Health Mobile App,Unknown,Bengaluru,Subhash Goyal,Seed Funding,470,41360,No Remark,Tier 1 India,1,0
1879,19-05-2015,Meetuniv,Online Ed-Tech Platform,Unknown,Noida,Peesh Veture Capital,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1880,19-05-2015,Crown-It,Hyperlocal Services,Unknown,Gurgaon,"Accel Parters, Helio Veture Parters",Private Equity,5500,484000,Series A,Tier 1 India,2,1
1881,19-05-2015,Trucksfirst,Trucking Logistic Operations,Unknown,Gurgaon,SAIF parters,Private Equity,10000,880000,Series A,Tier 1 India,1,1
1882,20-05-2015,Lookup,B2C Messaging App,Unknown,Bengaluru,Biz Stoe,Private Equity,3000,264000,Series A,Tier 1 India,1,1
1883,22-05-2015,Nudgespot,Customer Engagement Platform,Unknown,Bengaluru,"Kae Capital, Aoop Goyal, Mike Shah, VA Sastry",Seed Funding,625,55000,No Remark,Tier 1 India,4,0
1884,22-05-2015,Eveningflavors,Online Table Reservation,Unknown,Bengaluru,Sadiep Shrivatsava,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1885,25-05-2015,Zenparent,Parents Focused Web Content,Unknown,Bengaluru,i2idia Vetures,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1886,26-05-2015,Urbanpro,On-Demand Service Marketplace,Unknown,Bengaluru,Nirvaa Veture Advisors,Private Equity,2000,176000,Series A,Tier 1 India,1,1
1887,26-05-2015,Goodbox,On-Demand Business Messaging,Unknown,Bengaluru,Maipal Group,Seed Funding,200,17600,No Remark,Tier 1 India,1,0
1888,26-05-2015,Renderlogy,Online Home Dxc3Xa9Cor,Unknown,Hyderabad,Astarc Vetures,Private Equity,1000,88000,Series A,Tier 1 India,1,0
1889,27-05-2015,Postman,Api Workflow Platform,Unknown,Bengaluru,Nexus Veture Parters,Seed Funding,1000,88000,Series A,Tier 1 India,1,0
1890,27-05-2015,Casa2Inns,Affordable Hotel Booking Online,Unknown,New Delhi,"Accel Parters, Kalaari Capital",Private Equity,5000,440000,Series A,Tier 1 India,2,1
1891,27-05-2015,Fleetrover,Logistics,Unknown,Goa,"Tim Che, Sajay Vekat",Seed Funding,180,15840,No Remark,Tier 2/3 India,2,0
1892,28-05-2015,Thekarrier,Logistics,Unknown,Bengaluru,"Sol Primero, Outbox Vetures, Nikuj Jai",Seed Funding,240,21120,No Remark,Tier 1 India,3,0
1893,28-05-2015,Zoomcar,Self-Driven Car Rental,Unknown,Bengaluru,Sequoia Capital,Private Equity,5000,440000,Series B Interim Funding,Tier 1 India,1,1
1894,30-05-2015,Ather Energy,Electric Scooter Manufacturer,Unknown,Bengaluru,Tiger Global,Private Equity,12000,1056000,Series A,Tier 1 India,1,1
1895,03-04-2015,Swiggy,Food Delivery,Unknown,Bengaluru,"Accel Parters, SAIF Parters",Private Equity,2000,176000,Series A,Tier 1 India,2,1
1896,04-04-2015,Bluegape,Web Content Publishing,Unknown,Gurgaon,"Rudy Gopalakrisha, ah! Vetures",Seed Funding,200,17600,No Remark,Tier 1 India,2,0
1897,04-04-2015,Keeptrax,Location Based App,Unknown,Dallas,Ukow,Seed Funding,1000,88000,No Remark,Tier 1 International,1,0
1898,06-04-2015,Instalively,Video Streaming,Unknown,New Delhi,"Rajesh Sawhey , Raja Aada, Amit Raja, Niraj Sigh, AECAL, MeraEvets.",Seed Funding,120,10560,No Remark,Tier 1 India,6,0
1899,07-04-2015,Pricejugaad,Price Comparison,Unknown,Hyderabad,"Amit Tyagi, Sadeep Acharya & others",Seed Funding,165,14520,No Remark,Tier 1 India,2,0
1900,07-04-2015,Quikr,Online Classifieds,Unknown,Mumbai,"Tiger Global, Ivestmet AB Kievik, Steadview Capital",Private Equity,150000,13200000,Series G (Check prev funding details here),Tier 1 India,3,1
1901,07-04-2015,Pressplay,Travel Entertainment,Unknown,New Delhi,"Sequoia Capital, Jaso Hirschhor, Jarett Poser, ad Amit Bhatiai",Seed Funding,2200,193600,No Remark,Tier 1 India,4,1
1902,08-04-2015,Firstcry.Com,E-Commerce,Unknown,Pune,"Silico Valley Vetures, NEA Vetures, Valiat Capital, IDG Vetures Idia, SAIF Parters, Vertex Vetures",Private Equity,10000,880000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)",Tier 1 India,6,1
1903,08-04-2015,Mobikwik,Digital / Mobile Wallet,Unknown,Gurgaon,"Tree Lie Asia, Cisco Ivestmets, America Express, Sequoia Capital",Private Equity,25000,2200000,Series B,Tier 1 India,4,1
1904,08-04-2015,Olacabs,Cab Aggregator,Unknown,Bengaluru,"DST Global, Steadview Capital, Tiger Global, Accel Parters & Others",Private Equity,400000,35200000,Series E (Updated from 315M to 400M after Press Release),Tier 1 India,4,1
1905,09-04-2015,Gadgetwood,Device Repair Svcs,Unknown,New Delhi,"Ajai Chowdhry, Ashvi Chadha, Yogesh Basal,Niti Sighal & Others",Seed Funding,200,17600,No Remark,Tier 1 India,4,0
1906,09-04-2015,Bonhomia,Premium Beverages,Unknown,New Delhi,"Kawaljit Sigh, Shripad Nadkari, Sarvesh Shahra & Others",Seed Funding,2000,176000,No Remark,Tier 1 India,3,1
1907,09-04-2015,Changer Mints,Digital / Mobile Wallet,Unknown,Kolkata,Hyderabad based ivestor,Seed Funding,165,14520,No Remark,Tier 2/3 India,1,0
1908,09-04-2015,Urban Ladder,Online Furnishingecommerce,Unknown,Bengaluru,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Parters, Kalaari Capital",Private Equity,50000,4400000,Series C,Tier 1 India,5,1
1909,10-04-2015,Whatfix,Interactive How-To Guides,Unknown,Bengaluru,"Helio Veture Parter, Powerhouse Vetures, GSF ad Other agel ivestors",Seed Funding,900,79200,No Remark,Tier 1 India,3,0
1910,11-04-2015,Zomato,Restaurant Reviews,Unknown,Gurgaon,Ifo Edge (Idia),Private Equity,25000,2200000,Late Stage,Tier 1 India,1,1
1911,13-04-2015,Zopnow,Online Grocer,Unknown,Bengaluru,"Dragoeer Ivestmet, Accel Parters, Qualcomm Vetures, Times Iteret",Private Equity,10000,880000,Series B,Tier 1 India,4,1
1912,13-04-2015,Nayi Disha,Edtech,Unknown,New Delhi,"Ajay Rela,",Seed Funding,300,26400,No Remark,Tier 1 India,1,0
1913,13-04-2015,The Porter,Logistics,Unknown,Mumbai,Kae Capital,Seed Funding,500,44000,No Remark,Tier 1 India,1,0
1914,13-04-2015,Commeasure,Online Hotel Booking,Unknown,Noida,Jugle Vetures,Seed Funding,1000,88000,No Remark,Tier 1 India,1,0
1915,13-04-2015,Capricoast,Online Kitchen Furniture,Unknown,Bengaluru,Accel Parters Idia,Seed Funding,1250,110000,No Remark,Tier 1 India,1,1
1916,14-04-2015,Localoye,Hyper-Local Online Services,Unknown,Mumbai,"Tiger Global Maagemet, Lightspeed Veture Parters",Private Equity,5000,440000,Series A,Tier 1 India,2,1
